last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95per-swing,ev95percent,barrels,brl_percent,brl_pa
Zimmerman, Ryan,475582,134,9.7,32.8,110.6,91.4,96.8,88.1,437,167,393,66,21.6,49.3,10,7.5,5.3
Urshela, Gio,570482,359,13.6,36.5,113.3,90.6,94.2,87.7,461,187,407,147,14.5,40.9,25,7.0,5.3
Beckham, Tim,542921,202,10.8,33.7,108.6,87.2,93.2,81.9,434,172,401,66,10.6,32.7,17,8.4,5.2
Suzuki, Kurt,435559,247,18.9,39.7,107.3,86,90.4,80.2,423,189,386,80,14.7,32.4,16,6.5,5.2
Moran, Colin,592567,353,12.5,37.1,110.1,88.2,93.3,84.6,422,171,393,121,12.5,34.3,26,7.4,5.2
Escobar, Eduardo,500871,516,18.4,38.6,106.9,87.8,91.1,83.8,433,213,393,162,11.5,31.4,36,7.0,5.2
Longoria, Evan,446334,346,14,35.8,110.3,89.7,93.2,86.8,438,186,406,141,14.9,40.8,26,7.5,5.1
Davis, Chris,448801,171,14.1,39.8,108.4,89.1,93.1,84,417,195,390,67,10.9,39.2,18,10.5,5.1
Rodríguez, Ronny,500135,199,16.2,29.1,111.1,88.9,93.7,85.6,454,190,396,80,14.0,40.2,15,7.5,5.1
Travis, Sam,607752,109,8,26.6,110.4,89.1,92.1,89.1,443,153,425,41,12.5,37.6,8,7.3,5.1
Guzmán, Ronald,608597,173,14.8,36.4,110.7,85.6,91.6,79.3,447,185,406,62,10.3,35.8,15,8.7,5.1
Maldonado, Martín,455117,250,12.7,26.0,110.1,88.1,93.6,85,425,160,383,85,13.2,34.0,19,7.6,5.1
Smith, Dominic,642086,133,15.1,36.8,108.5,88.3,91.9,85.8,435,184,399,46,12.4,34.6,10,7.5,5.1
Piña, Manny,444489,109,16.2,44.0,109.5,88.5,91.7,85,416,205,403,37,10.9,33.9,9,8.3,5.0
Thames, Eric,519346,258,19,36.0,110.5,90.9,93.5,87.4,432,210,396,111,12.5,43.0,23,8.9,5.0
Frazier, Todd,453943,341,17.1,34.6,108.4,88.3,92,85.8,437,187,392,129,15.1,37.8,25,7.3,5.0
Kingery, Scott,664068,314,17.8,39.2,111.4,88.4,93.5,83.4,437,198,389,122,12.3,38.9,25,8.0,5.0
Martin, Jason,641829,26,5.6,23.1,108.4,91,93.9,90.7,374,157,,13,16.9,50.0,2,7.7,5.0
Murphy, Sean,669221,37,7.3,40.5,111.1,90.7,96.6,87.8,448,189,393,14,11.6,37.8,3,8.1,5.0
Knapp, Andrew,595284,88,16.1,36.4,105.2,89.2,94.3,82.9,418,191,408,37,11.1,42.0,8,9.1,5.0
Romine, Austin,519222,180,10.9,29.4,111.4,88.5,92.2,87.5,446,159,399,72,14.6,40.0,12,6.7,5.0
Davis, Taylor,543089,14,7.8,42.9,103.9,87,87.2,86.9,416,176,416,2,4.7,14.3,1,7.1,5.0
Albies, Ozzie,645277,532,15.6,36.8,110.8,88.9,91.4,86.3,444,191,394,181,13.1,34.0,35,6.6,5.0
Morales, Kendrys,434778,145,9.5,29.0,111.2,91.3,94.3,89.4,417,155,408,65,19.8,44.8,10,6.9,5.0
Polanco, Jorge,593871,524,19.1,41.6,108.2,88,91.7,83.3,424,210,393,172,13.9,32.8,35,6.7,5.0
Hosmer, Eric,543333,461,2.1,29.1,114.3,90.8,94.1,88.9,432,139,402,212,16.6,46.0,33,7.2,4.9
Stewart, DJ,621466,101,12.9,26.7,111.7,87.9,96.4,83.9,408,161,394,35,13.0,34.7,7,6.9,4.9
Jones, Adam,430945,387,13.5,31.3,108.5,86.2,90.2,84.3,441,168,405,120,11.5,31.0,26,6.7,4.9
Turner, Trea,607208,410,9.9,29.8,113.5,90.4,93.1,89.7,453,160,408,172,16.5,42.0,28,6.8,4.9
Wieters, Matt,446308,123,13.8,31.7,106.4,88.8,92.3,84.8,428,194,385,42,12.4,34.1,9,7.3,4.9
Hedges, Austin,595978,206,21.6,32.0,108.7,86.7,92,81.7,449,195,403,67,9.6,32.5,17,8.3,4.9
Biggio, Cavan,624415,233,20.1,44.2,104.6,88.9,92.1,82.6,429,227,392,93,13.8,39.9,21,9.0,4.9
Castro, Starlin,516770,534,11,29.6,113.3,88.5,91.5,87.4,438,163,399,201,16.4,37.6,33,6.2,4.9
Aguilar, Jesús,542583,240,13.8,35.0,112.2,89.4,93.2,87.1,446,176,402,93,13.8,38.8,18,7.5,4.9
Lamb, Jake,571875,134,14.2,33.6,110.4,90.7,94.1,87.9,455,197,399,57,14.4,42.5,11,8.2,4.9
Culberson, Charlie,518586,93,13.2,39.8,107.7,88.3,93.3,84.3,437,181,392,28,9.2,30.1,7,7.5,4.9
Díaz, Aledmys,649557,188,12,28.2,109.9,88.3,92.9,86.1,424,165,377,63,15.5,33.5,12,6.4,4.9
Profar, Jurickson,595777,387,14,29.7,108.2,86.7,91.8,83.7,425,173,387,118,12.7,30.5,25,6.5,4.8
Martínez, José,500874,254,6.9,36.6,110.8,88.9,93.6,85.3,440,161,412,99,14.6,39.0,18,7.1,4.8
Federowicz, Tim,543148,47,19.2,42.6,105.2,90.4,93.3,86.5,434,207,426,20,12.5,42.6,4,8.5,4.8
McBroom, Ryan,643436,50,7.3,38.0,112.5,84.9,91.1,81.2,406,152,,18,12.4,36.0,4,8.0,4.8
Stewart, Christin,621514,272,19.1,37.1,112,86.9,91.6,81.1,419,198,402,92,11.5,33.8,20,7.4,4.8
Ahmed, Nick,605113,456,7.6,35.7,108.3,87.8,91.8,84.6,443,163,410,155,13.3,34.0,30,6.6,4.8
Ramírez, José,608070,414,19.8,32.6,112.1,89.2,91.8,87.7,431,201,397,148,16.1,35.7,26,6.3,4.8
Mercer, Jordy,474568,199,13.2,37.2,107.5,86.9,92.2,84.2,424,177,401,72,16.0,36.2,13,6.5,4.8
Bonifacio, Jorge,593528,13,15.5,46.2,105.7,89.1,92.5,87.3,390,188,,4,9.8,30.8,1,7.7,4.8
Calhoun, Willie,641432,258,17.6,35.3,111.9,89.7,92.9,90.1,434,193,393,105,16.7,40.7,16,6.2,4.7
Smith, Kevan,607345,155,5.7,37.4,110.1,89.5,91.4,87.8,427,155,392,64,17.9,41.3,10,6.5,4.7
Rizzo, Anthony,519203,429,12.6,36.8,113.4,89,92.5,87,472,178,401,158,14.0,36.8,29,6.8,4.7
Ramirez, Harold,623912,331,3.8,29.0,113,88.9,92,87.8,433,137,389,115,12.8,34.7,21,6.3,4.7
Dini, Nick,664926,40,24.4,35.0,106.6,89.7,94.1,83.7,395,221,390,16,12.3,40.0,3,7.5,4.7
Kieboom, Carter,666198,23,12.4,43.5,108.6,90.9,93.1,92.9,400,171,383,10,16.7,43.5,2,8.7,4.7
Nuñez, Dom,624513,23,25.7,26.1,106.2,87.5,93.3,79.9,424,240,421,6,8.7,26.1,2,8.7,4.7
Votto, Joey,458015,405,15.2,40.7,109.5,88.9,91.4,85.7,425,195,399,151,14.8,37.3,28,6.9,4.6
Pujols, Albert,405395,431,12.5,26.5,112.3,88.3,92.2,87.2,438,168,403,155,16.7,36.0,25,5.8,4.6
McCutchen, Andrew,457705,164,12.7,32.9,110.3,90.6,93.3,89.6,431,175,399,67,16.2,40.9,12,7.3,4.6
Reynolds, Bryan,668804,373,9.4,37.0,112.1,89.5,92.4,87.5,424,171,401,153,14.7,41.0,25,6.7,4.6
Russell, Addison,608365,160,9.1,33.1,107.2,86.9,90.3,84.6,414,166,395,45,9.8,28.1,11,6.9,4.6
Cabrera, Miguel,408234,390,12.3,38.2,111.4,90.3,92.3,89.1,453,174,396,173,17.2,44.4,25,6.4,4.6
Flaherty, Ryan,475247,15,8,33.3,106.2,96.1,98.7,96.9,387,120,,7,16.3,46.7,1,6.7,4.5
Gonzalez, Marwin,503556,328,11,35.1,109.2,90.7,94.5,87.9,437,174,403,144,16.2,43.9,21,6.4,4.5
Fowler, Dexter,451594,350,12.9,40.6,111.1,85.5,90.5,80.1,430,184,391,99,9.6,28.3,26,7.4,4.5
Verdugo, Alex,657077,300,9,33.7,111.3,89.4,93.1,88,459,163,400,117,17.9,39.0,17,5.7,4.5
Villar, Jonathan,542340,472,8.2,30.3,114,88.9,92.8,87.5,456,160,412,175,12.5,37.1,32,6.8,4.5
Díaz, Isan,656371,121,18.2,25.6,104,88.5,92.6,86.7,425,180,395,39,12.6,32.2,9,7.4,4.5
Gomes, Yan,543228,231,18.1,32.0,107.6,87.6,91.6,84.6,447,191,406,83,11.8,35.9,16,6.9,4.5
Walker, Neil,435522,261,11.7,40.6,106.2,86.2,89.1,83.5,428,179,400,81,11.6,31.0,17,6.5,4.5
Vázquez, Christian,543877,387,13.2,37.5,107.4,89.4,92.8,86.5,443,188,387,152,15.1,39.3,23,5.9,4.4
Gosselin, Phil,594838,49,15.1,30.6,105.7,88.6,91.1,86.8,392,183,,18,15.0,36.7,3,6.1,4.4
Delmonico, Nicky,547170,38,15.9,28.9,110.2,87,90.2,89.7,402,166,402,13,9.6,34.2,3,7.9,4.4
Granderson, Curtis,434158,221,19.4,38.5,107,88.8,92.9,82.8,439,201,393,77,12.4,34.8,16,7.2,4.4
Brantley, Michael,488726,513,10.6,36.3,108.9,88.8,92.4,87.1,438,167,394,187,18.5,36.5,28,5.5,4.4
La Stella, Tommy,600303,264,13.3,35.2,105.9,88.2,92.7,85.3,433,173,397,83,16.3,31.4,14,5.3,4.4
Gregorius, Didi,544369,273,17.9,28.9,110.8,88.2,91.6,88.5,413,187,390,95,12.5,34.8,15,5.5,4.4
Dozier, Brian,572821,312,19,32.4,106.6,88.5,92.9,84.6,435,191,394,110,13.8,35.3,21,6.7,4.4
Arozarena, Randy,668227,16,5.6,18.8,107.8,90.7,100.5,87.3,389,128,389,6,13.6,37.5,1,6.3,4.3
Wade Jr., LaMonte,664774,47,11.6,34.0,106.6,88.7,94.1,85.6,416,179,409,19,20.7,40.4,3,6.4,4.3
Syndergaard, Noah,592789,19,21.7,31.6,108.4,88.2,95,81.4,407,224,406,8,5.6,42.1,3,15.8,4.3
Chirinos, Robinson,455139,248,16.9,35.5,107.8,87,92.8,80.4,431,182,395,90,11.1,36.3,19,7.7,4.3
McKinney, Billy,641856,182,15.2,31.3,110.8,86.7,92.1,83.7,415,173,384,58,12.1,31.9,12,6.6,4.3
Naylor, Josh,647304,190,4.5,30.0,115.1,89.6,93.6,88.1,448,146,404,69,13.5,36.3,12,6.3,4.3
Guillorme, Luis,641645,49,16.8,32.7,103.4,87,89.7,85.2,405,170,405,13,11.1,26.5,3,6.1,4.3
Stallings, Jacob,607732,152,11.4,28.3,106.1,89.2,92.4,87.1,413,164,395,56,15.0,36.8,9,5.9,4.3
Carpenter, Matt,572761,293,19,36.2,108.9,88,91.8,81.8,442,206,406,89,10.2,30.4,21,7.2,4.3
Herrmann, Chris,543302,56,6.7,26.8,105,88.7,91.5,87.9,407,134,407,18,10.2,32.1,4,7.1,4.3
Dean, Austin,621573,133,9.4,33.8,113.1,88.7,92.1,86.1,418,164,389,52,14.8,39.1,8,6.0,4.2
Flores, Wilmer,527038,235,16.4,36.6,106.3,87.4,89.3,86.7,422,179,392,72,14.2,30.6,12,5.1,4.2
Hicks, John,543308,211,16.2,34.1,112.5,87.9,93.6,83.9,447,175,395,63,8.2,29.9,14,6.6,4.2
Joyce, Matt,459964,155,16.8,38.1,106.7,87.7,90.5,84.3,395,192,383,52,12.1,33.5,10,6.5,4.2
Long Jr., Shed,643418,112,11.1,28.6,107.7,87.6,91.1,86.1,404,152,377,40,13.4,35.7,7,6.3,4.2
Ward, Taylor,621493,19,11.2,47.4,105.7,91.7,93.8,90.1,406,199,406,10,11.9,52.6,2,10.5,4.2
Jansen, Danny,643376,270,16.3,31.9,111.4,88.9,92.6,87.7,430,186,409,108,15.8,40.0,16,5.9,4.2
Taylor, Michael A.,572191,56,8.9,32.1,111,91.5,97.6,86.8,398,169,398,24,13.2,42.9,4,7.1,4.1
McCann, Brian,435263,230,11.4,32.2,108.2,88.8,92.5,87.4,426,168,396,81,14.5,35.2,13,5.7,4.1
Kipnis, Jason,543401,381,14.1,33.1,107.1,88.1,91.2,85.4,449,182,393,130,14.3,34.1,21,5.5,4.1
Beaty, Matt,607461,216,10.3,28.2,114.3,89.4,92.7,88.7,430,162,399,87,19.3,40.3,11,5.1,4.1
Bradley, Bobby,656252,25,10.1,32.0,113.5,91.9,98.8,84.9,457,167,457,10,10.5,40.0,2,8.0,4.1
Reed, AJ,607223,24,20.5,20.8,106.7,88.3,92.8,85.1,436,170,436,8,8.3,33.3,2,8.3,4.1
Harrison, Josh,543281,112,19.6,32.1,105,86.3,89.5,84.3,417,186,417,33,10.7,29.5,6,5.4,4.1
Puello, César,527049,88,-3.5,28.4,110.4,86.3,93.2,82.4,432,121,400,23,9.1,26.1,6,6.8,4.1
Hechavarría, Adeiny,588751,156,11.8,30.8,105.9,87.6,92.6,84.5,422,175,386,46,10.5,29.5,9,5.8,4.1
Tauchman, Mike,643565,190,11.3,39.5,109.8,88.7,91.4,87.7,413,181,381,74,13.4,38.9,12,6.3,4.1
Cordell, Ryan,641477,156,19.2,25.6,109.2,88.8,94.6,86.2,450,184,408,50,10.5,32.1,10,6.4,4.0
Pillar, Kevin,607680,529,14.1,33.1,111.7,86.4,90.8,84,440,166,400,163,13.1,30.8,26,4.9,4.0
Edman, Tommy,669242,265,14.2,37.4,110.1,87.4,90.6,85.8,421,178,387,89,13.6,33.6,14,5.3,4.0
Hays, Austin,669720,55,11.5,47.3,108.5,91,93,89.1,403,196,390,23,17.0,41.8,3,5.5,4.0
Chacín, Jhoulys,468504,14,22,21.4,107.4,88.2,94,90.7,405,140,405,4,8.9,28.6,1,7.1,4.0
Kramer, Kevin,596012,27,20.1,40.7,107,86.2,89.6,80.3,388,216,,10,9.3,37.0,2,7.4,4.0
France, Ty,664034,136,15.1,31.6,110.4,88.9,92,88.2,424,169,382,58,14.8,42.6,8,5.9,4.0
O'Neill, Tyler,641933,88,19.9,29.5,111.8,89,94,85.9,433,180,411,32,10.2,36.4,6,6.8,4.0
Kiermaier, Kevin,595281,345,6.9,26.4,111.4,89.2,93.3,88.3,437,148,403,130,13.4,37.7,19,5.5,4.0
Gordon, Alex,460086,463,9.3,33.7,110.6,88.7,92.5,85.5,454,171,399,178,15.8,38.4,25,5.4,3.9
Rengifo, Luis,650859,268,9.6,31.0,108.6,87.1,90.6,85.4,427,154,411,79,10.7,29.5,16,6.0,3.9
Goodwin, Brian,571718,288,18.4,38.5,111.4,87.6,91.1,83.5,453,202,397,94,11.3,32.6,18,6.3,3.9
Hernández, Enrique,571771,321,19.4,35.5,113.3,88.3,91.8,86.7,432,190,398,110,12.6,34.3,18,5.6,3.9
Heyward, Jason,518792,406,11.3,31.8,111.8,88.8,91.2,88.2,427,169,391,147,14.5,36.2,23,5.7,3.9
Galvis, Freddy,520471,415,14.7,31.8,105.6,88.8,91.3,87.4,434,179,388,151,12.2,36.4,23,5.5,3.9
Cabrera, Asdrúbal,452678,351,14.4,37.3,108.4,89.1,93.2,85.2,416,192,390,124,13.1,35.3,20,5.7,3.9
Anderson, Tim,641313,391,8.7,37.6,107.8,88.3,90.7,86.7,440,169,398,148,14.3,37.9,20,5.1,3.9
Osuna, José,591741,217,9.8,32.3,110.2,89.2,92.8,86.7,445,175,409,80,14.8,36.9,11,5.1,3.9
Gerber, Mike,595222,9,6.2,11.1,108.1,90.2,91.9,89.4,364,117,,4,6.5,44.4,1,11.1,3.8
Davis, Rajai,434658,20,12.8,35.0,104.1,87,91.4,86.1,382,145,382,6,10.0,30.0,1,5.0,3.8
Rojas, Josh,668942,97,10.3,38.1,107.4,89,95.5,83.7,429,169,401,41,14.7,42.3,6,6.2,3.8
Goodrum, Niko,592348,287,13,37.3,109.4,89.3,92.5,86.8,419,178,381,119,12.6,41.5,18,6.3,3.8
Casali, Curt,592200,151,18.5,42.4,104.1,87.2,89.5,83.4,420,211,389,45,10.8,29.8,9,6.0,3.8
Martin, Leonys,547982,161,16.9,27.3,110.1,87.3,91.9,84.8,436,167,403,44,8.1,27.3,10,6.2,3.8
Peralta, David,444482,296,6.4,29.1,113.2,90.1,94.5,88,448,151,409,121,15.4,40.9,16,5.4,3.8
Crawford, Brandon,543063,387,8.3,36.7,106.7,87.8,92.8,83.9,443,163,401,136,12.2,35.1,21,5.4,3.8
Cervelli, Francisco,465041,101,12,35.6,106.8,86.9,91.3,83,431,179,397,32,11.8,31.7,6,5.9,3.8
Narváez, Omar,553882,339,17.9,40.4,106.1,85.5,88.8,82.3,420,195,385,93,9.9,27.4,18,5.3,3.7
Shaw, Travis,543768,141,24.5,34.0,113,89.1,93.3,86.1,449,205,416,53,10.1,37.6,10,7.1,3.7
McNeil, Jeff,643446,436,13.8,34.2,107.2,89,92.2,87.1,444,175,392,160,12.9,36.7,21,4.8,3.7
Wade, Tyler,642180,68,12.8,27.9,106.9,86.9,87.9,87.5,400,155,380,19,10.4,27.9,4,5.9,3.7
Galloway, Isaac,543194,37,15.2,37.8,107.2,85.6,94.6,83.3,401,153,,10,9.7,27.0,2,5.4,3.7
Thaiss, Matt,642136,95,15.9,34.7,106.6,89.1,93.4,84.9,405,194,385,41,12.8,43.2,6,6.3,3.7
Lux, Gavin,666158,51,13.2,37.3,109.8,88.8,89.2,89,419,183,410,20,13.9,39.2,3,5.9,3.7
Perez, Michael,605421,27,15.5,33.3,105.9,92.5,95.8,88.7,409,204,,13,14.8,48.1,2,7.4,3.6
Candelario, Jeimer,600869,237,15.8,32.9,114.2,88.2,92.2,86.1,467,187,401,80,11.3,33.8,14,5.9,3.6
Ramos, Wilson,467092,407,-0.1,25.8,111,90,93.8,88.8,427,120,390,173,18.7,42.5,19,4.7,3.6
González, Carlos,471865,95,1.4,28.4,114,87.6,92,85.5,404,136,382,33,10.3,34.7,6,6.3,3.6
Posey, Buster,457763,336,9.1,32.4,107.6,88.6,92.6,85.6,435,161,399,122,14.7,36.3,16,4.8,3.6
Alonso, Yonder,475174,224,14.1,32.6,108.5,88.1,92.2,86.1,422,170,394,88,13.6,39.3,12,5.4,3.6
Almora Jr., Albert,546991,284,8.5,31.0,111.7,86.3,90.9,84.9,445,152,408,78,11.5,27.5,13,4.6,3.6
Chang, Yu,644374,51,9.9,25.5,108.8,87.9,94,83.2,432,162,432,16,10.0,31.4,3,5.9,3.6
Owings, Chris,572008,102,8.5,25.5,106.9,86.9,93.1,83.5,393,149,380,32,9.2,31.4,7,6.9,3.6
Williams, Nick,608384,63,10.9,41.3,109.9,86.7,88.7,84.9,435,180,427,19,7.9,30.2,4,6.3,3.6
Greiner, Grayson,606988,140,12.7,28.6,107.8,86.7,91.4,84.9,399,155,378,45,11.3,32.1,8,5.7,3.6
Anderson, Shaun,641312,8,19.4,12.5,108.9,85.6,90.2,84.4,370,144,,1,1.8,12.5,1,12.5,3.6
Farmer, Kyle,571657,125,17.1,32.0,106.7,85.4,90.5,82.8,414,174,385,35,8.3,28.0,7,5.6,3.6
Moore, Dylan,664238,155,19.2,30.3,106.4,88.4,92.4,86.4,432,182,401,56,10.9,36.1,10,6.5,3.5
Nimmo, Brandon,607043,132,12.2,35.6,109.9,89.3,92.7,85.5,413,182,390,47,10.7,35.6,9,6.8,3.5
Ramirez, Hanley,434670,32,6.3,50.0,113.8,88.9,95,82.7,416,170,414,14,13.2,43.8,2,6.3,3.5
Arroyo, Christian,624414,33,5.3,27.3,109.4,84.4,88.6,80.2,409,152,404,8,6.5,24.2,2,6.1,3.5
Nido, Tomás,621512,100,7.6,23.0,106.7,87.4,93.6,84.7,428,145,398,30,10.6,30.0,5,5.0,3.5
Lugo, Dawel,608475,218,7.9,36.2,109.7,86.8,89.2,85,442,159,390,77,13.9,35.3,10,4.6,3.5
Plawecki, Kevin,608700,128,15.3,26.6,109.4,85.6,91.1,83,406,163,396,41,13.5,32.0,6,4.7,3.4
Taylor, Chris,621035,258,13.8,39.1,108.3,86,90,81,426,185,399,82,9.6,31.8,14,5.4,3.4
Bote, David,623520,212,7.7,34.9,113.8,89.7,93.1,87.8,469,164,404,77,11.8,36.3,12,5.7,3.4
Toro, Abraham,647351,60,7.5,31.7,106.2,86.9,92.6,82.9,390,159,382,21,13.7,35.0,3,5.0,3.4
Cuthbert, Cheslor,596144,242,14.9,31.0,111.4,88.9,91.7,89.7,446,168,398,91,14.5,37.6,11,4.5,3.3
Alford, Anthony,546990,17,13.6,11.8,107,86.1,88.7,85.5,424,142,424,5,8.9,29.4,1,5.9,3.3
Bregman, Alex,608324,479,19.6,35.7,107.4,89.3,92.3,88,440,204,382,178,17.4,37.2,23,4.8,3.3
Parra, Gerardo,467827,218,10.2,35.8,105.3,86.2,89.8,83.2,413,162,391,47,8.8,21.6,10,4.6,3.3
Neuse, Sheldon,641914,38,10,36.8,109.4,90.6,94.1,87,381,163,,18,14.5,47.4,2,5.3,3.3
Quinn, Roman,596451,75,11.7,22.7,106.7,88.9,94.8,89.1,439,150,414,27,14.1,36.0,4,5.3,3.3
Mejía, Francisco,642336,171,19.7,31.6,109.6,88.4,91.9,87.5,422,186,391,51,10.0,29.8,8,4.7,3.3
Grisham, Trent,663757,111,15.7,33.3,107,87.6,91.1,83.7,403,187,387,36,12.5,32.4,6,5.4,3.3
Musgrove, Joe,605397,40,11.3,27.5,105.8,86.8,91.2,80.6,379,194,,11,10.0,27.5,2,5.0,3.3
Forsythe, Logan,523253,219,12.3,39.7,107.1,89.2,92.7,85.2,432,185,399,87,16.0,39.7,12,5.5,3.3
Merrifield, Whit,593160,559,15.6,42.0,104.8,87,90.6,82.9,434,186,388,161,11.8,28.8,24,4.3,3.3
Robles, Victor,645302,417,16.7,34.5,110.5,83.3,88.6,78.1,446,171,401,96,8.6,23.0,20,4.8,3.2
Palka, Daniel,594953,49,15,22.4,115.2,87.4,94.3,86.7,439,139,424,17,8.5,34.7,3,6.1,3.2
Engel, Adam,641553,150,11.1,33.3,111.4,86.4,90.4,84,415,164,404,45,9.4,30.0,8,5.3,3.2
Martin, Russell,431145,151,11.2,25.8,107.5,88.2,92.2,87.1,445,148,416,50,11.6,33.1,8,5.3,3.2
Rosario, Amed,642708,497,8.8,35.0,110.3,89.4,91.7,88.2,428,162,396,195,15.7,39.2,21,4.2,3.2
Tucker, Cole,657061,108,6.6,28.7,107.2,87.9,92.2,84.9,431,157,412,38,12.7,35.2,5,4.6,3.1
Winker, Jesse,608385,278,7.2,32.0,110.8,89.2,93.6,86.1,415,160,381,111,16.5,39.9,12,4.3,3.1
Ortega, Rafael,542364,66,13.9,34.8,105.6,86.6,90.2,83.8,416,177,403,18,8.6,27.3,3,4.5,3.1
Arcia, Orlando,606115,393,6.6,26.5,109.9,87.9,91.4,85.9,434,152,393,121,12.1,30.8,17,4.3,3.1
Mercado, Oscar,640458,365,14.9,33.4,109.5,88,90.9,86,407,183,385,124,14.1,34.0,15,4.1,3.1
Maile, Luke,571912,88,13.2,31.8,105.2,84.7,91.6,80.3,403,157,380,25,11.0,28.4,4,4.5,3.1
Molina, Yadier,425877,366,13.9,40.7,106.2,87.4,91.7,83.4,429,180,400,125,13.9,34.2,14,3.8,3.1
Reynolds, Mark,448602,81,17.5,33.3,109.1,88.9,92.6,85,439,192,415,30,10.1,37.0,5,6.2,3.1
Mayfield, Jack,608686,48,18.9,29.2,104.9,85.6,88.5,82,393,194,391,10,7.7,20.8,2,4.2,3.1
Ervin, Phillip,640447,175,14.4,37.1,111.6,85,89.9,80.8,436,179,398,52,10.0,29.7,8,4.6,3.1
Bauers, Jake,641343,260,15,31.9,109.5,88.1,91,87,450,176,393,86,11.7,33.1,13,5.0,3.1
Solano, Donovan,456781,168,14.5,46.4,109.6,87,90.9,82.8,445,184,418,72,15.7,42.9,7,4.2,3.1
Cain, Lorenzo,456715,460,6.8,31.1,110.4,89.4,91.6,89.1,433,148,403,190,16.9,41.3,19,4.1,3.0
Pearce, Steve,456665,59,12.8,35.6,107.3,88.5,93.6,84,399,176,399,20,9.5,33.9,3,5.1,3.0
Swihart, Blake,596119,56,12.2,33.9,107.3,85.7,88.3,83.2,415,182,402,16,7.4,28.6,3,5.4,3.0
Altherr, Aaron,571437,37,16.8,32.4,113.5,85.3,88.7,79,420,183,420,8,5.8,21.6,2,5.4,3.0
Ryu, Hyun Jin,547943,40,4,17.5,107.5,86.9,87.8,86.3,389,128,389,6,6.8,15.0,2,5.0,3.0
Gyorko, Jedd,576397,68,16.3,26.5,107,85.8,92,82.7,435,167,424,22,11.3,32.4,3,4.4,3.0
Garneau, Dustin,572863,64,20.7,20.3,106,84.5,86.8,85.3,413,168,399,16,8.6,25.0,3,4.7,3.0
Spangenberg, Cory,605486,60,0.7,26.7,106.3,85.1,95.4,81,393,123,385,14,6.5,23.3,3,5.0,2.9
Gurriel, Yuli,493329,505,14.3,33.5,110.6,89.3,91.4,90.4,450,175,384,189,18.2,37.4,18,3.6,2.9
Roark, Tanner,543699,21,7.3,33.3,100.6,85.3,89.2,81.1,355,166,,3,4.8,14.3,1,4.8,2.9
Estrada, Thairo,642731,50,7.3,28.0,106.2,88.6,93.8,85.7,417,153,392,20,18.0,40.0,2,4.0,2.9
Barnes, Austin,605131,158,16.4,27.8,108.9,87.2,91.1,85.4,403,177,393,46,12.5,29.1,7,4.4,2.9
Rodríguez, Sean,446481,76,13.5,28.9,111.9,88.3,94.6,84.1,414,170,380,28,10.9,36.8,4,5.3,2.9
Herrera, Odúbel,546318,94,11,36.2,112.8,88,89.4,87.5,393,177,393,29,10.5,30.9,4,4.3,2.9
Moroff, Max,621559,17,27.8,35.3,106.8,90.4,91.9,95.8,360,186,360,6,8.8,35.3,1,5.9,2.9
McGuire, Reese,624512,79,13.1,40.5,104.5,86.7,90.1,84.1,415,182,385,19,9.8,24.1,3,3.8,2.9
Duggar, Steven,621453,186,9,35.5,106.8,85.7,90.5,82.4,408,152,400,61,11.6,32.8,8,4.3,2.8
Pérez, Hernán,541650,169,9.3,27.8,111.8,88.5,92.6,87.3,399,153,382,60,12.3,35.5,7,4.1,2.8
Vargas, Ildemaro,545121,178,3.5,25.8,107.3,87.3,89.3,86.6,426,136,397,54,15.7,30.3,6,3.4,2.8
Camargo, Johan,622666,190,11.1,33.7,114.4,86.9,89.5,86.7,416,162,389,60,12.3,31.6,7,3.7,2.8
Saladino, Tyler,573135,39,4.7,30.8,109.4,88.2,93.1,85.2,419,155,410,16,14.0,41.0,2,5.1,2.8
Brosseau, Mike,670712,94,14.3,31.9,108.3,86.5,92.9,80.6,411,187,389,34,11.0,36.2,4,4.3,2.8
Urías, Luis,649966,159,10.1,30.8,105.5,87.3,91,84.9,441,157,395,50,11.5,31.4,7,4.4,2.8
Smith Jr., Dwight,596105,280,7.3,30.4,114.3,89.1,92,88,442,159,403,110,16.2,39.3,11,3.9,2.8
López, Pablo,641154,17,11.2,35.3,105.3,88.8,94.6,86.4,393,180,,4,5.6,23.5,1,5.9,2.8
Peterson, Jace,607054,77,9.5,37.7,109.6,88.4,90.8,85.8,429,179,403,20,9.7,26.0,3,3.9,2.8
García, Leury,544725,452,6.2,30.3,108.5,88.2,90.8,86.6,431,145,408,135,11.6,29.9,17,3.8,2.8
Eaton, Adam,594809,472,15.3,33.9,110.7,88.9,91.6,88,444,185,392,162,14.1,34.3,18,3.8,2.7
Gardner, Brett,458731,386,13.9,28.8,109.7,87.7,91.7,85.7,430,167,382,124,13.6,32.1,15,3.9,2.7
Reddick, Josh,502210,445,15.8,36.0,107.7,86.1,88.8,85.3,436,175,386,128,12.6,28.8,15,3.4,2.7
Castro, Harold,605612,274,8.5,36.1,105,87.2,91.6,83.4,400,150,389,77,11.0,28.1,10,3.6,2.7
